priority,pack_id,year,make,model,trim,powertrain,oem_family,schedule_kind,segment,manual_share_policy,retry_kind,v1_blocked_reason
"363","mercedes-benz-eqe-2023-eqe350-4matic","2023","Mercedes-Benz","EQE","EQE350 4MATIC","","mercedes","ev_simplified","luxury_ev","shared_within_model_year","tier_d","No public US-market Mercedes-Benz Maintenance Booklet PDF with extractable ASSYST Plus intervals found; required schedule remains portal/printed-booklet only."
"364","audi-a3-2025-premium","2025","Audi","A3","Premium","","audi","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"365","audi-a3-2025-premium-plus","2025","Audi","A3","Premium Plus","","audi","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"366","audi-a3-2025-prestige","2025","Audi","A3","Prestige","","audi","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"367","audi-a3-2024-premium","2024","Audi","A3","Premium","","audi","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"368","audi-a3-2024-premium-plus","2024","Audi","A3","Premium Plus","","audi","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"369","audi-a3-2024-prestige","2024","Audi","A3","Prestige","","audi","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"370","audi-a3-2023-premium","2023","Audi","A3","Premium","","audi","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"371","audi-a3-2023-premium-plus","2023","Audi","A3","Premium Plus","","audi","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"372","audi-a3-2023-prestige","2023","Audi","A3","Prestige","","audi","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"385","audi-a4-2024-premium","2024","Audi","A4","Premium","","audi","fixed_interval","luxury_sedan","shared_b9_generation","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"386","audi-a4-2024-premium-plus","2024","Audi","A4","Premium Plus","","audi","fixed_interval","luxury_sedan","shared_b9_generation","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"387","audi-a4-2024-prestige","2024","Audi","A4","Prestige","","audi","fixed_interval","luxury_sedan","shared_b9_generation","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"388","audi-a4-2023-premium","2023","Audi","A4","Premium","","audi","fixed_interval","luxury_sedan","shared_b9_generation","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"389","audi-a4-2023-premium-plus","2023","Audi","A4","Premium Plus","","audi","fixed_interval","luxury_sedan","shared_b9_generation","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"390","audi-a4-2023-prestige","2023","Audi","A4","Prestige","","audi","fixed_interval","luxury_sedan","shared_b9_generation","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"406","audi-a5-2025-premium","2025","Audi","A5","Premium","","audi","fixed_interval","luxury_sedan","shared_with_a4_schedule","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"407","audi-a5-2025-premium-plus","2025","Audi","A5","Premium Plus","","audi","fixed_interval","luxury_sedan","shared_with_a4_schedule","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"408","audi-a5-2025-prestige","2025","Audi","A5","Prestige","","audi","fixed_interval","luxury_sedan","shared_with_a4_schedule","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"409","audi-a5-2024-premium","2024","Audi","A5","Premium","","audi","fixed_interval","luxury_sedan","shared_with_a4_schedule","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"410","audi-a5-2024-premium-plus","2024","Audi","A5","Premium Plus","","audi","fixed_interval","luxury_sedan","shared_with_a4_schedule","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"411","audi-a5-2024-prestige","2024","Audi","A5","Prestige","","audi","fixed_interval","luxury_sedan","shared_with_a4_schedule","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"412","audi-a5-2023-premium","2023","Audi","A5","Premium","","audi","fixed_interval","luxury_sedan","shared_with_a4_schedule","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"413","audi-a5-2023-premium-plus","2023","Audi","A5","Premium Plus","","audi","fixed_interval","luxury_sedan","shared_with_a4_schedule","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"414","audi-a5-2023-prestige","2023","Audi","A5","Prestige","","audi","fixed_interval","luxury_sedan","shared_with_a4_schedule","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"430","audi-a6-2025-premium","2025","Audi","A6","Premium","","audi","fixed_interval","luxury_sedan","shared_c8_generation","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"431","audi-a6-2025-premium-plus","2025","Audi","A6","Premium Plus","","audi","fixed_interval","luxury_sedan","shared_c8_generation","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"432","audi-a6-2025-prestige","2025","Audi","A6","Prestige","","audi","fixed_interval","luxury_sedan","shared_c8_generation","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"433","audi-a6-2024-premium","2024","Audi","A6","Premium","","audi","fixed_interval","luxury_sedan","shared_c8_generation","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"434","audi-a6-2024-premium-plus","2024","Audi","A6","Premium Plus","","audi","fixed_interval","luxury_sedan","shared_c8_generation","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"435","audi-a6-2024-prestige","2024","Audi","A6","Prestige","","audi","fixed_interval","luxury_sedan","shared_c8_generation","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"436","audi-a6-2023-premium","2023","Audi","A6","Premium","","audi","fixed_interval","luxury_sedan","shared_c8_generation","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"437","audi-a6-2023-premium-plus","2023","Audi","A6","Premium Plus","","audi","fixed_interval","luxury_sedan","shared_c8_generation","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"438","audi-a6-2023-prestige","2023","Audi","A6","Prestige","","audi","fixed_interval","luxury_sedan","shared_c8_generation","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"446","audi-a6-2020-premium-plus","2020","Audi","A6","Premium Plus","","audi","fixed_interval","luxury_sedan","shared_c8_generation","tier_d","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"451","audi-q3-2025-premium","2025","Audi","Q3","Premium","","audi","fixed_interval","luxury_suv","shared_within_generation","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"452","audi-q3-2025-premium-plus","2025","Audi","Q3","Premium Plus","","audi","fixed_interval","luxury_suv","shared_within_generation","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"453","audi-q3-2025-prestige","2025","Audi","Q3","Prestige","","audi","fixed_interval","luxury_suv","shared_within_generation","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"454","audi-q3-2024-premium","2024","Audi","Q3","Premium","","audi","fixed_interval","luxury_suv","shared_within_generation","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"455","audi-q3-2024-premium-plus","2024","Audi","Q3","Premium Plus","","audi","fixed_interval","luxury_suv","shared_within_generation","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"456","audi-q3-2024-prestige","2024","Audi","Q3","Prestige","","audi","fixed_interval","luxury_suv","shared_within_generation","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"457","audi-q3-2023-premium","2023","Audi","Q3","Premium","","audi","fixed_interval","luxury_suv","shared_within_generation","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"458","audi-q3-2023-premium-plus","2023","Audi","Q3","Premium Plus","","audi","fixed_interval","luxury_suv","shared_within_generation","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"459","audi-q3-2023-prestige","2023","Audi","Q3","Prestige","","audi","fixed_interval","luxury_suv","shared_within_generation","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"472","audi-q5-2025-premium","2025","Audi","Q5","Premium","","audi","fixed_interval","luxury_suv","shared_fy_generation","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"473","audi-q5-2025-premium-plus","2025","Audi","Q5","Premium Plus","","audi","fixed_interval","luxury_suv","shared_fy_generation","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"474","audi-q5-2025-prestige","2025","Audi","Q5","Prestige","","audi","fixed_interval","luxury_suv","shared_fy_generation","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"475","audi-q5-2024-premium","2024","Audi","Q5","Premium","","audi","fixed_interval","luxury_suv","shared_fy_generation","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"476","audi-q5-2024-premium-plus","2024","Audi","Q5","Premium Plus","","audi","fixed_interval","luxury_suv","shared_fy_generation","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"477","audi-q5-2024-prestige","2024","Audi","Q5","Prestige","","audi","fixed_interval","luxury_suv","shared_fy_generation","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"478","audi-q5-2023-premium","2023","Audi","Q5","Premium","","audi","fixed_interval","luxury_suv","shared_fy_generation","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"479","audi-q5-2023-premium-plus","2023","Audi","Q5","Premium Plus","","audi","fixed_interval","luxury_suv","shared_fy_generation","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"480","audi-q5-2023-prestige","2023","Audi","Q5","Prestige","","audi","fixed_interval","luxury_suv","shared_fy_generation","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"496","audi-q7-2025-premium","2025","Audi","Q7","Premium","","audi","fixed_interval","luxury_suv","shared_4m_generation","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"497","audi-q7-2025-premium-plus","2025","Audi","Q7","Premium Plus","","audi","fixed_interval","luxury_suv","shared_4m_generation","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"498","audi-q7-2025-prestige","2025","Audi","Q7","Prestige","","audi","fixed_interval","luxury_suv","shared_4m_generation","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"499","audi-q7-2024-premium","2024","Audi","Q7","Premium","","audi","fixed_interval","luxury_suv","shared_4m_generation","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"500","audi-q7-2024-premium-plus","2024","Audi","Q7","Premium Plus","","audi","fixed_interval","luxury_suv","shared_4m_generation","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"501","audi-q7-2024-prestige","2024","Audi","Q7","Prestige","","audi","fixed_interval","luxury_suv","shared_4m_generation","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"502","audi-q7-2023-premium","2023","Audi","Q7","Premium","","audi","fixed_interval","luxury_suv","shared_4m_generation","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"503","audi-q7-2023-premium-plus","2023","Audi","Q7","Premium Plus","","audi","fixed_interval","luxury_suv","shared_4m_generation","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"504","audi-q7-2023-prestige","2023","Audi","Q7","Prestige","","audi","fixed_interval","luxury_suv","shared_4m_generation","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"516","audi-q7-2019-prestige","2019","Audi","Q7","Prestige","","audi","fixed_interval","luxury_suv","shared_4m_generation","tier_d","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"520","audi-q8-2025-premium","2025","Audi","Q8","Premium","","audi","fixed_interval","luxury_suv","shared_with_q7_schedule","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"521","audi-q8-2025-premium-plus","2025","Audi","Q8","Premium Plus","","audi","fixed_interval","luxury_suv","shared_with_q7_schedule","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"522","audi-q8-2024-premium","2024","Audi","Q8","Premium","","audi","fixed_interval","luxury_suv","shared_with_q7_schedule","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"523","audi-q8-2024-premium-plus","2024","Audi","Q8","Premium Plus","","audi","fixed_interval","luxury_suv","shared_with_q7_schedule","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"524","audi-q8-2023-premium","2023","Audi","Q8","Premium","","audi","fixed_interval","luxury_suv","shared_with_q7_schedule","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"525","audi-q8-2023-premium-plus","2023","Audi","Q8","Premium Plus","","audi","fixed_interval","luxury_suv","shared_with_q7_schedule","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"531","audi-q8-2020-premium-plus","2020","Audi","Q8","Premium Plus","","audi","fixed_interval","luxury_suv","shared_with_q7_schedule","tier_d","No replacement PDF verified: existing NHTSA Audi schedule failed dual extraction; Audi USA portal did not yield a public downloadable maintenance booklet; no complete mirrored US-market Warranty & Maintenance Book was verified."
"532","audi-e-tron-2023-premium-plus","2023","Audi","e-tron","Premium Plus","","audi","ev_simplified","luxury_ev","shared_within_generation","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"533","audi-e-tron-2023-prestige","2023","Audi","e-tron","Prestige","","audi","ev_simplified","luxury_ev","shared_within_generation","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"542","audi-q4-e-tron-2025-premium-plus","2025","Audi","Q4 e-tron","Premium Plus","","audi","ev_simplified","luxury_ev","shared_within_model_year","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"543","audi-q4-e-tron-2025-prestige","2025","Audi","Q4 e-tron","Prestige","","audi","ev_simplified","luxury_ev","shared_within_model_year","tier_d","Candidate failed required PDF checks (HTTP 200; content-type text/html;charset=ISO-8859-1; magic <html; size 0 bytes). No alternate direct OEM PDF was verified."
"544","audi-q4-e-tron-2024-premium-plus","2024","Audi","Q4 e-tron","Premium Plus","","audi","ev_simplified","luxury_ev","shared_within_model_year","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"545","audi-q4-e-tron-2024-prestige","2024","Audi","Q4 e-tron","Prestige","","audi","ev_simplified","luxury_ev","shared_within_model_year","tier_d","Exact Audi of America 2024 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"546","audi-q4-e-tron-2023-premium-plus","2023","Audi","Q4 e-tron","Premium Plus","","audi","ev_simplified","luxury_ev","shared_within_model_year","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"547","audi-q4-e-tron-2023-prestige","2023","Audi","Q4 e-tron","Prestige","","audi","ev_simplified","luxury_ev","shared_within_model_year","tier_d","Exact Audi of America 2023 schedule exists in erWin but is not publicly downloadable without authenticated/subscription access; the Audi USA interactive tool is not a PDF."
"564","lexus-is-2021-500-f-sport","2021","Lexus","IS","500 F Sport","","lexus","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"567","lexus-is-2020-500-f-sport","2020","Lexus","IS","500 F Sport","","lexus","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"570","lexus-is-2019-500-f-sport","2019","Lexus","IS","500 F Sport","","lexus","fixed_interval","luxury_sedan","shared_within_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"591","lexus-es-2020-250","2020","Lexus","ES","250","","lexus","fixed_interval","luxury_sedan","shared_xv70_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"595","lexus-es-2019-250","2019","Lexus","ES","250","","lexus","fixed_interval","luxury_sedan","shared_xv70_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"600","lexus-rx-2025-350l","2025","Lexus","RX","350L","","lexus","fixed_interval","luxury_suv","shared_al20_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"602","lexus-rx-2025-450h-hybrid","2025","Lexus","RX","450h","Hybrid","lexus","fixed_interval","luxury_suv","shared_al20_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"604","lexus-rx-2024-350l","2024","Lexus","RX","350L","","lexus","fixed_interval","luxury_suv","shared_al20_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"606","lexus-rx-2024-450h-hybrid","2024","Lexus","RX","450h","Hybrid","lexus","fixed_interval","luxury_suv","shared_al20_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"608","lexus-rx-2023-350l","2023","Lexus","RX","350L","","lexus","fixed_interval","luxury_suv","shared_al20_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"610","lexus-rx-2023-450h-hybrid","2023","Lexus","RX","450h","Hybrid","lexus","fixed_interval","luxury_suv","shared_al20_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"613","lexus-rx-2022-500h","2022","Lexus","RX","500h","","lexus","fixed_interval","luxury_suv","shared_al20_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"617","lexus-rx-2021-500h","2021","Lexus","RX","500h","","lexus","fixed_interval","luxury_suv","shared_al20_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"621","lexus-rx-2020-500h","2020","Lexus","RX","500h","","lexus","fixed_interval","luxury_suv","shared_al20_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"625","lexus-rx-2019-500h","2019","Lexus","RX","500h","","lexus","fixed_interval","luxury_suv","shared_al20_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"626","lexus-rx-2019-450h-hybrid","2019","Lexus","RX","450h","Hybrid","lexus","fixed_interval","luxury_suv","shared_al20_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"629","lexus-rx-2018-500h","2018","Lexus","RX","500h","","lexus","fixed_interval","luxury_suv","shared_al20_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"630","lexus-rx-2018-450h-hybrid","2018","Lexus","RX","450h","Hybrid","lexus","fixed_interval","luxury_suv","shared_al20_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"633","lexus-nx-2025-350h","2025","Lexus","NX","350h","","lexus","fixed_interval","luxury_suv","shared_az20_generation","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"634","lexus-nx-2025-450h-phev","2025","Lexus","NX","450h+","PHEV","lexus","fixed_interval","luxury_suv","shared_az20_generation","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"637","lexus-nx-2024-350h","2024","Lexus","NX","350h","","lexus","fixed_interval","luxury_suv","shared_az20_generation","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"638","lexus-nx-2024-450h-phev","2024","Lexus","NX","450h+","PHEV","lexus","fixed_interval","luxury_suv","shared_az20_generation","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"639","lexus-nx-2023-250","2023","Lexus","NX","250","","lexus","fixed_interval","luxury_suv","shared_az20_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"640","lexus-nx-2023-350","2023","Lexus","NX","350","","lexus","fixed_interval","luxury_suv","shared_az20_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"643","lexus-nx-2022-250","2022","Lexus","NX","250","","lexus","fixed_interval","luxury_suv","shared_az20_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"644","lexus-nx-2022-350","2022","Lexus","NX","350","","lexus","fixed_interval","luxury_suv","shared_az20_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"645","lexus-nx-2022-350h","2022","Lexus","NX","350h","","lexus","fixed_interval","luxury_suv","shared_az20_generation","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"646","lexus-nx-2022-450h-phev","2022","Lexus","NX","450h+","PHEV","lexus","fixed_interval","luxury_suv","shared_az20_generation","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"653","lexus-ux-2025-200","2025","Lexus","UX","200","","lexus","fixed_interval","luxury_suv","shared_within_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"654","lexus-ux-2025-250h","2025","Lexus","UX","250h","","lexus","fixed_interval","luxury_suv","shared_within_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"655","lexus-ux-2024-200","2024","Lexus","UX","200","","lexus","fixed_interval","luxury_suv","shared_within_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"657","lexus-ux-2023-200","2023","Lexus","UX","200","","lexus","fixed_interval","luxury_suv","shared_within_generation","tier_d","Target trim/model-year is unavailable, renamed, or not represented by a validated Lexus USA Warranty and Services Guide."
"662","lexus-ux-2021-250h","2021","Lexus","UX","250h","","lexus","fixed_interval","luxury_suv","shared_within_generation","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
