priority,pack_id,year,make,model,trim,powertrain,segment,oem_family,schedule_kind,source_tier,primary_pdf_url,alternate_pdf_urls,manual_type,maintenance_section_title,manual_share_applied,shared_from_pack_id,estimated_pdf_pages,http_status,content_type,sha256_if_downloaded,confidence,notes,blocked_reason
"500","audi-q7-2024-premium-plus","2024","Audi","Q7","Premium Plus","","luxury_suv","audi","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market Audi maintenance PDF was verified; NHTSA TSBs and erWin metadata pages are explicitly excluded."
"501","audi-q7-2024-prestige","2024","Audi","Q7","Prestige","","luxury_suv","audi","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market Audi maintenance PDF was verified; NHTSA TSBs and erWin metadata pages are explicitly excluded."
"502","audi-q7-2023-premium","2023","Audi","Q7","Premium","","luxury_suv","audi","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market Audi maintenance PDF was verified; NHTSA TSBs and erWin metadata pages are explicitly excluded."
"503","audi-q7-2023-premium-plus","2023","Audi","Q7","Premium Plus","","luxury_suv","audi","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market Audi maintenance PDF was verified; NHTSA TSBs and erWin metadata pages are explicitly excluded."
"504","audi-q7-2023-prestige","2023","Audi","Q7","Prestige","","luxury_suv","audi","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market Audi maintenance PDF was verified; NHTSA TSBs and erWin metadata pages are explicitly excluded."
"516","audi-q7-2019-prestige","2019","Audi","Q7","Prestige","","luxury_suv","audi","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market Audi maintenance PDF was verified; NHTSA TSBs and erWin metadata pages are explicitly excluded."
"520","audi-q8-2025-premium","2025","Audi","Q8","Premium","","luxury_suv","audi","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market Audi maintenance PDF was verified; NHTSA TSBs and erWin metadata pages are explicitly excluded."
"521","audi-q8-2025-premium-plus","2025","Audi","Q8","Premium Plus","","luxury_suv","audi","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market Audi maintenance PDF was verified; NHTSA TSBs and erWin metadata pages are explicitly excluded."
"522","audi-q8-2024-premium","2024","Audi","Q8","Premium","","luxury_suv","audi","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market Audi maintenance PDF was verified; NHTSA TSBs and erWin metadata pages are explicitly excluded."
"523","audi-q8-2024-premium-plus","2024","Audi","Q8","Premium Plus","","luxury_suv","audi","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market Audi maintenance PDF was verified; NHTSA TSBs and erWin metadata pages are explicitly excluded."
"524","audi-q8-2023-premium","2023","Audi","Q8","Premium","","luxury_suv","audi","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market Audi maintenance PDF was verified; NHTSA TSBs and erWin metadata pages are explicitly excluded."
"525","audi-q8-2023-premium-plus","2023","Audi","Q8","Premium Plus","","luxury_suv","audi","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market Audi maintenance PDF was verified; NHTSA TSBs and erWin metadata pages are explicitly excluded."
"531","audi-q8-2020-premium-plus","2020","Audi","Q8","Premium Plus","","luxury_suv","audi","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market Audi maintenance PDF was verified; NHTSA TSBs and erWin metadata pages are explicitly excluded."
"532","audi-e-tron-2023-premium-plus","2023","Audi","e-tron","Premium Plus","","luxury_ev","audi","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market Audi maintenance PDF was verified; NHTSA TSBs and erWin metadata pages are explicitly excluded."
"533","audi-e-tron-2023-prestige","2023","Audi","e-tron","Prestige","","luxury_ev","audi","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market Audi maintenance PDF was verified; NHTSA TSBs and erWin metadata pages are explicitly excluded."
"542","audi-q4-e-tron-2025-premium-plus","2025","Audi","Q4 e-tron","Premium Plus","","luxury_ev","audi","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market Audi maintenance PDF was verified; NHTSA TSBs and erWin metadata pages are explicitly excluded."
"543","audi-q4-e-tron-2025-prestige","2025","Audi","Q4 e-tron","Prestige","","luxury_ev","audi","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market Audi maintenance PDF was verified; NHTSA TSBs and erWin metadata pages are explicitly excluded."
"544","audi-q4-e-tron-2024-premium-plus","2024","Audi","Q4 e-tron","Premium Plus","","luxury_ev","audi","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market Audi maintenance PDF was verified; NHTSA TSBs and erWin metadata pages are explicitly excluded."
"545","audi-q4-e-tron-2024-prestige","2024","Audi","Q4 e-tron","Prestige","","luxury_ev","audi","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market Audi maintenance PDF was verified; NHTSA TSBs and erWin metadata pages are explicitly excluded."
"546","audi-q4-e-tron-2023-premium-plus","2023","Audi","Q4 e-tron","Premium Plus","","luxury_ev","audi","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market Audi maintenance PDF was verified; NHTSA TSBs and erWin metadata pages are explicitly excluded."
"547","audi-q4-e-tron-2023-prestige","2023","Audi","Q4 e-tron","Prestige","","luxury_ev","audi","ev_simplified","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market Audi maintenance PDF was verified; NHTSA TSBs and erWin metadata pages are explicitly excluded."
"564","lexus-is-2021-500-f-sport","2021","Lexus","IS","500 F Sport","","luxury_sedan","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-21IS300/pdf/L-MMS-21IS300.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","82","200","application/pdf","00c1c10a5ee808d40ff2594c71231eee4bc0d262fb16a5a817bcc147af55255f","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1304083 bytes, SHA-256 00c1c10a5ee808d40ff2594c71231eee4bc0d262fb16a5a817bcc147af55255f. OEM host assets.sia.toyota.com; extracted text confirms 2021 IS applicability and a complete maintenance section. Primary validation row for this document.",""
"567","lexus-is-2020-500-f-sport","2020","Lexus","IS","500 F Sport","","luxury_sedan","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-20IS300/pdf/L-MMS-20IS300.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","82","200","application/pdf","1fde33e2026e3bbaf07cb42d7f557b7ef4ee79bff0e9e4496add4cf1b200dd19","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 883623 bytes, SHA-256 1fde33e2026e3bbaf07cb42d7f557b7ef4ee79bff0e9e4496add4cf1b200dd19. OEM host assets.sia.toyota.com; extracted text confirms 2020 IS applicability and a complete maintenance section. Primary validation row for this document.",""
"570","lexus-is-2019-500-f-sport","2019","Lexus","IS","500 F Sport","","luxury_sedan","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-19IS300/pdf/L-MMS-19IS300.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","80","200","application/pdf","7def41c31ce53bd532feded5473ef5d2870a01a1213fcc4763779a0df5a1044d","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 996244 bytes, SHA-256 7def41c31ce53bd532feded5473ef5d2870a01a1213fcc4763779a0df5a1044d. OEM host assets.sia.toyota.com; extracted text confirms 2019 IS applicability and a complete maintenance section. Primary validation row for this document.",""
"591","lexus-es-2020-250","2020","Lexus","ES","250","","luxury_sedan","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-20ES350/pdf/L-MMS-20ES350.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","82","200","application/pdf","b47956de9572621e00bc8942a68f5bae2447d01b239e6975fdbe94824be0b44e","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1332726 bytes, SHA-256 b47956de9572621e00bc8942a68f5bae2447d01b239e6975fdbe94824be0b44e. OEM host assets.sia.toyota.com; extracted text confirms 2020 ES applicability and a complete maintenance section. Primary validation row for this document.",""
"595","lexus-es-2019-250","2019","Lexus","ES","250","","luxury_sedan","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-19ES300H/pdf/L-MMS-19ES300H.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","81","200","application/pdf","c96a549009c7ffa0c644bd9285b686200910571752371cd520dc36d923c6f5e0","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 964548 bytes, SHA-256 c96a549009c7ffa0c644bd9285b686200910571752371cd520dc36d923c6f5e0. OEM host assets.sia.toyota.com; extracted text confirms 2019 ES applicability and a complete maintenance section. Primary validation row for this document.",""
"600","lexus-rx-2025-350l","2025","Lexus","RX","350L","","luxury_suv","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-25RX350/pdf/L-MMS-25RX350.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","63","200","application/pdf","a0b90a9eb6dccf2586598d786b20120c6ba858bbaa4ac1e4f5fd7e4160b68891","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 437465 bytes, SHA-256 a0b90a9eb6dccf2586598d786b20120c6ba858bbaa4ac1e4f5fd7e4160b68891. OEM host assets.sia.toyota.com; extracted text confirms 2025 RX applicability and a complete maintenance section. Primary validation row for this document.",""
"602","lexus-rx-2025-450h-hybrid","2025","Lexus","RX","450h","Hybrid","luxury_suv","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-25RX350/pdf/L-MMS-25RX350.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","lexus-rx-2025-350l","63","200","application/pdf","a0b90a9eb6dccf2586598d786b20120c6ba858bbaa4ac1e4f5fd7e4160b68891","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 437465 bytes, SHA-256 a0b90a9eb6dccf2586598d786b20120c6ba858bbaa4ac1e4f5fd7e4160b68891. OEM host assets.sia.toyota.com; extracted text confirms 2025 RX applicability and a complete maintenance section. Same validated document shared from lexus-rx-2025-350l.",""
"604","lexus-rx-2024-350l","2024","Lexus","RX","350L","","luxury_suv","lexus","fixed_interval","B","https://assets.sipb.toyota.com/publications/en/omms-s/L-MMS-24RX350/pdf/L-MMS-24RX350.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","82","200","application/pdf","5b6f204491c5697c8d0bb94a5a71f1ec301249db0c947b951fbf671f1e0d7db0","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 764946 bytes, SHA-256 5b6f204491c5697c8d0bb94a5a71f1ec301249db0c947b951fbf671f1e0d7db0. OEM host assets.sipb.toyota.com; extracted text confirms 2024 RX applicability and a complete maintenance section. Primary validation row for this document.",""
"606","lexus-rx-2024-450h-hybrid","2024","Lexus","RX","450h","Hybrid","luxury_suv","lexus","fixed_interval","B","https://assets.sipb.toyota.com/publications/en/omms-s/L-MMS-24RX350/pdf/L-MMS-24RX350.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","lexus-rx-2024-350l","82","200","application/pdf","5b6f204491c5697c8d0bb94a5a71f1ec301249db0c947b951fbf671f1e0d7db0","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 764946 bytes, SHA-256 5b6f204491c5697c8d0bb94a5a71f1ec301249db0c947b951fbf671f1e0d7db0. OEM host assets.sipb.toyota.com; extracted text confirms 2024 RX applicability and a complete maintenance section. Same validated document shared from lexus-rx-2024-350l.",""
"608","lexus-rx-2023-350l","2023","Lexus","RX","350L","","luxury_suv","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-23RX350/pdf/L-MMS-23RX350.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","81","200","application/pdf","efa2651e91ca7c70eca85e11696d715a1b590ecd8fe68bb8d0eea30a0b53a278","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 637325 bytes, SHA-256 efa2651e91ca7c70eca85e11696d715a1b590ecd8fe68bb8d0eea30a0b53a278. OEM host assets.sia.toyota.com; extracted text confirms 2023 RX applicability and a complete maintenance section. Primary validation row for this document.",""
"610","lexus-rx-2023-450h-hybrid","2023","Lexus","RX","450h","Hybrid","luxury_suv","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-23RX350/pdf/L-MMS-23RX350.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","lexus-rx-2023-350l","81","200","application/pdf","efa2651e91ca7c70eca85e11696d715a1b590ecd8fe68bb8d0eea30a0b53a278","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 637325 bytes, SHA-256 efa2651e91ca7c70eca85e11696d715a1b590ecd8fe68bb8d0eea30a0b53a278. OEM host assets.sia.toyota.com; extracted text confirms 2023 RX applicability and a complete maintenance section. Same validated document shared from lexus-rx-2023-350l.",""
"613","lexus-rx-2022-500h","2022","Lexus","RX","500h","","luxury_suv","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-22RX350/pdf/L-MMS-22RX350.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","79","200","application/pdf","49ee1abbc1f134ecea111d332d596da9c9f54b99e1708198e0cdf5d4d1bb7326","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 500372 bytes, SHA-256 49ee1abbc1f134ecea111d332d596da9c9f54b99e1708198e0cdf5d4d1bb7326. OEM host assets.sia.toyota.com; extracted text confirms 2022 RX applicability and a complete maintenance section. Primary validation row for this document.",""
"617","lexus-rx-2021-500h","2021","Lexus","RX","500h","","luxury_suv","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-21RX450H/pdf/L-MMS-21RX450H.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","81","200","application/pdf","2fbe2fea9a8d518389126604c2414ea605e535e0abe522bb4c821633136c4f17","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 811220 bytes, SHA-256 2fbe2fea9a8d518389126604c2414ea605e535e0abe522bb4c821633136c4f17. OEM host assets.sia.toyota.com; extracted text confirms 2021 RX applicability and a complete maintenance section. Primary validation row for this document.",""
"621","lexus-rx-2020-500h","2020","Lexus","RX","500h","","luxury_suv","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-20RX450h/pdf/L-MMS-20RX450h.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","81","200","application/pdf","34278d5d0d1472cf24674a5e5f6d1b64a8c673746b54e9c994a4d60753c7ab22","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 799373 bytes, SHA-256 34278d5d0d1472cf24674a5e5f6d1b64a8c673746b54e9c994a4d60753c7ab22. OEM host assets.sia.toyota.com; extracted text confirms 2020 RX applicability and a complete maintenance section. Primary validation row for this document.",""
"625","lexus-rx-2019-500h","2019","Lexus","RX","500h","","luxury_suv","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-19RX350/pdf/L-MMS-19RX350.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","82","200","application/pdf","26a0c70f9434499368fdaa3f268501fbe1ef704637b053c894f3254a8740e911","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1200057 bytes, SHA-256 26a0c70f9434499368fdaa3f268501fbe1ef704637b053c894f3254a8740e911. OEM host assets.sia.toyota.com; extracted text confirms 2019 RX applicability and a complete maintenance section. Primary validation row for this document.",""
"626","lexus-rx-2019-450h-hybrid","2019","Lexus","RX","450h","Hybrid","luxury_suv","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-19RX350/pdf/L-MMS-19RX350.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","lexus-rx-2019-500h","82","200","application/pdf","26a0c70f9434499368fdaa3f268501fbe1ef704637b053c894f3254a8740e911","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1200057 bytes, SHA-256 26a0c70f9434499368fdaa3f268501fbe1ef704637b053c894f3254a8740e911. OEM host assets.sia.toyota.com; extracted text confirms 2019 RX applicability and a complete maintenance section. Same validated document shared from lexus-rx-2019-500h.",""
"629","lexus-rx-2018-500h","2018","Lexus","RX","500h","","luxury_suv","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-18RX350/pdf/L-MMS-18RX350.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","80","200","application/pdf","43e7c99668aac4b2db7570020222919a7c9f655c089b457586c12239c9965de7","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1028635 bytes, SHA-256 43e7c99668aac4b2db7570020222919a7c9f655c089b457586c12239c9965de7. OEM host assets.sia.toyota.com; extracted text confirms 2018 RX applicability and a complete maintenance section. Primary validation row for this document.",""
"630","lexus-rx-2018-450h-hybrid","2018","Lexus","RX","450h","Hybrid","luxury_suv","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-18RX350/pdf/L-MMS-18RX350.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","lexus-rx-2018-500h","80","200","application/pdf","43e7c99668aac4b2db7570020222919a7c9f655c089b457586c12239c9965de7","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1028635 bytes, SHA-256 43e7c99668aac4b2db7570020222919a7c9f655c089b457586c12239c9965de7. OEM host assets.sia.toyota.com; extracted text confirms 2018 RX applicability and a complete maintenance section. Same validated document shared from lexus-rx-2018-500h.",""
"633","lexus-nx-2025-350h","2025","Lexus","NX","350h","","luxury_suv","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-25NX250NX350/pdf/L-MMS-25NX250NX350.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","69","200","application/pdf","b477edd60b62d264b8667f9b88656671f85b667b5d211bc76efa2a9c6560baf9","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1039155 bytes, SHA-256 b477edd60b62d264b8667f9b88656671f85b667b5d211bc76efa2a9c6560baf9. OEM host assets.sia.toyota.com; extracted text confirms 2025 NX applicability and a complete maintenance section. Primary validation row for this document.",""
"634","lexus-nx-2025-450h-phev","2025","Lexus","NX","450h+","PHEV","luxury_suv","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-25NX250NX350/pdf/L-MMS-25NX250NX350.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","lexus-nx-2025-350h","69","200","application/pdf","b477edd60b62d264b8667f9b88656671f85b667b5d211bc76efa2a9c6560baf9","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1039155 bytes, SHA-256 b477edd60b62d264b8667f9b88656671f85b667b5d211bc76efa2a9c6560baf9. OEM host assets.sia.toyota.com; extracted text confirms 2025 NX applicability and a complete maintenance section. Same validated document shared from lexus-nx-2025-350h.",""
"637","lexus-nx-2024-350h","2024","Lexus","NX","350h","","luxury_suv","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-24NX250NX350/pdf/L-MMS-24NX250NX350.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","81","200","application/pdf","12e3ada8f9531ad3d9c56a2ff87c8c832ae2f0b50ec45f993f1318457e1c2864","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 999438 bytes, SHA-256 12e3ada8f9531ad3d9c56a2ff87c8c832ae2f0b50ec45f993f1318457e1c2864. OEM host assets.sia.toyota.com; extracted text confirms 2024 NX applicability and a complete maintenance section. Primary validation row for this document.",""
"638","lexus-nx-2024-450h-phev","2024","Lexus","NX","450h+","PHEV","luxury_suv","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-24NX250NX350/pdf/L-MMS-24NX250NX350.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","lexus-nx-2024-350h","81","200","application/pdf","12e3ada8f9531ad3d9c56a2ff87c8c832ae2f0b50ec45f993f1318457e1c2864","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 999438 bytes, SHA-256 12e3ada8f9531ad3d9c56a2ff87c8c832ae2f0b50ec45f993f1318457e1c2864. OEM host assets.sia.toyota.com; extracted text confirms 2024 NX applicability and a complete maintenance section. Same validated document shared from lexus-nx-2024-350h.",""
"639","lexus-nx-2023-250","2023","Lexus","NX","250","","luxury_suv","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-23NX450H/pdf/L-MMS-23NX450H.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","83","200","application/pdf","4f31703ae2853e974074e75945651d7c5972aeb64cc45aac797350d5717cbf0d","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 806341 bytes, SHA-256 4f31703ae2853e974074e75945651d7c5972aeb64cc45aac797350d5717cbf0d. OEM host assets.sia.toyota.com; extracted text confirms 2023 NX applicability and a complete maintenance section. Primary validation row for this document.",""
"640","lexus-nx-2023-350","2023","Lexus","NX","350","","luxury_suv","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-23NX450H/pdf/L-MMS-23NX450H.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","lexus-nx-2023-250","83","200","application/pdf","4f31703ae2853e974074e75945651d7c5972aeb64cc45aac797350d5717cbf0d","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 806341 bytes, SHA-256 4f31703ae2853e974074e75945651d7c5972aeb64cc45aac797350d5717cbf0d. OEM host assets.sia.toyota.com; extracted text confirms 2023 NX applicability and a complete maintenance section. Same validated document shared from lexus-nx-2023-250.",""
"643","lexus-nx-2022-250","2022","Lexus","NX","250","","luxury_suv","lexus","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market OEM or attributable mirror PDF passed byte, identity, and maintenance-section validation for this exact model year/model. Candidate checks: request-failed: fetch failed."
"644","lexus-nx-2022-350","2022","Lexus","NX","350","","luxury_suv","lexus","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market OEM or attributable mirror PDF passed byte, identity, and maintenance-section validation for this exact model year/model. Candidate checks: request-failed: fetch failed."
"645","lexus-nx-2022-350h","2022","Lexus","NX","350h","","luxury_suv","lexus","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market OEM or attributable mirror PDF passed byte, identity, and maintenance-section validation for this exact model year/model. Candidate checks: request-failed: fetch failed."
"646","lexus-nx-2022-450h-phev","2022","Lexus","NX","450h+","PHEV","luxury_suv","lexus","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market OEM or attributable mirror PDF passed byte, identity, and maintenance-section validation for this exact model year/model. Candidate checks: request-failed: fetch failed."
"653","lexus-ux-2025-200","2025","Lexus","UX","200","","luxury_suv","lexus","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market OEM or attributable mirror PDF passed byte, identity, and maintenance-section validation for this exact model year/model. Candidate checks: request-failed: fetch failed."
"654","lexus-ux-2025-250h","2025","Lexus","UX","250h","","luxury_suv","lexus","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market OEM or attributable mirror PDF passed byte, identity, and maintenance-section validation for this exact model year/model. Candidate checks: request-failed: fetch failed."
"655","lexus-ux-2024-200","2024","Lexus","UX","200","","luxury_suv","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-24UX250H/pdf/L-MMS-24UX250H.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","81","200","application/pdf","4e1557febfcee629a0c937a37add9979d9b6fe97f8d966559fc08bc2f0ddfbc2","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 855076 bytes, SHA-256 4e1557febfcee629a0c937a37add9979d9b6fe97f8d966559fc08bc2f0ddfbc2. OEM host assets.sia.toyota.com; extracted text confirms 2024 UX applicability and a complete maintenance section. Primary validation row for this document.",""
"657","lexus-ux-2023-200","2023","Lexus","UX","200","","luxury_suv","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-23UX250H/pdf/L-MMS-23UX250H.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","81","200","application/pdf","4662d487601fdfae0951d808120f6bc39d69f82ac9fe03fdd5b6dff5b1d7add6","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 741544 bytes, SHA-256 4662d487601fdfae0951d808120f6bc39d69f82ac9fe03fdd5b6dff5b1d7add6. OEM host assets.sia.toyota.com; extracted text confirms 2023 UX applicability and a complete maintenance section. Primary validation row for this document.",""
"662","lexus-ux-2021-250h","2021","Lexus","UX","250h","","luxury_suv","lexus","fixed_interval","B","https://assets.sia.toyota.com/publications/en/omms-s/L-MMS-21UX200/pdf/L-MMS-21UX200.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","82","200","application/pdf","8e25fa5e21a284df197a4f745ba7df01349edca82484335a1bc9f635628ae94e","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 1244469 bytes, SHA-256 8e25fa5e21a284df197a4f745ba7df01349edca82484335a1bc9f635628ae94e. OEM host assets.sia.toyota.com; extracted text confirms 2021 UX applicability and a complete maintenance section. Primary validation row for this document.",""
